Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax(TS - TP),Total Salary,Date,Time,Payment,Total Price,Rating,Day,Month,Year,Satisfaction
Giza,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29:00,Cash,527.76,8.4,Saturday,February,2019,Satisfied
Giza,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43:00,E-Wallet,524.88,5.1,Friday,February,2019,Not Satisfied
Cairo,Member,Female,Electronic accessories,87.45,6,26.235,550.9350000000001,2019-02-17,14:40:00,Credit card,524.7,8.8,Sunday,February,2019,Satisfied
Cairo,Normal,Female,Health and beauty,58.239999999999995,9,26.208,550.3679999999999,2019-02-05,12:34:00,Cash,524.16,9.7,Tuesday,February,2019,Satisfied
Alex,Member,Female,Health and beauty,74.69000000000001,7,26.1415,548.9715,2019-01-05,13:08:00,E-Wallet,522.83,9.1,Saturday,January,2019,Satisfied
Alex,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,2019-01-19,20:07:00,E-Wallet,522.63,4.3,Saturday,January,2019,Not Satisfied
Alex,Member,Female,Sports and travel,52.260000000000005,10,26.13,548.73,2019-03-09,12:45:00,Credit card,522.6,6.2,Saturday,March,2019,Not Satisfied
Giza,Normal,Male,Home and lifestyle,65.26,8,26.104,548.1840000000001,2019-03-15,14:04:00,E-Wallet,522.08,6.3,Friday,March,2019,Not Satisfied
Alex,Normal,Male,Electronic accessories,74.58,7,26.103,548.1629999999999,2019-02-04,16:09:00,Credit card,522.06,9.0,Monday,February,2019,Satisfied
Alex,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,E-Wallet,519.4,6.5,Saturday,March,2019,Not Satisfied
Cairo,Normal,Female,Sports and travel,51.910000000000004,10,25.955,545.0550000000001,2019-02-16,12:21:00,Cash,519.1,8.2,Saturday,February,2019,Satisfied
Giza,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,16:42:00,E-Wallet,517.86,4.1,Saturday,March,2019,Not Satisfied
Giza,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56:00,Cash,513.66,9.5,Sunday,February,2019,Satisfied
Cairo,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,511.42,4.2,Monday,January,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,63.91,8,25.564,536.8439999999999,2019-03-13,19:52:00,Credit card,511.28,4.6,Wednesday,March,2019,Not Satisfied
Alex,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,17:48:00,E-Wallet,511.04,9.9,Sunday,January,2019,Satisfied
Cairo,Member,Female,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,17:24:00,Credit card,510.21,8.4,Wednesday,February,2019,Satisfied
Cairo,Member,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,12:44:00,Cash,509.88,8.4,Friday,February,2019,Satisfied
Alex,Normal,Female,Home and lifestyle,63.42,8,25.368,532.7280000000001,2019-03-11,12:55:00,E-Wallet,507.36,7.4,Monday,March,2019,Satisfied
Alex,Member,Male,Electronic accessories,72.2,7,25.27,530.6700000000001,2019-03-26,20:14:00,E-Wallet,505.4,4.3,Tuesday,March,2019,Not Satisfied
Cairo,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48:00,Credit card,504.3,7.7,Tuesday,January,2019,Satisfied
Giza,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10:00,E-Wallet,502.62,5.4,Wednesday,January,2019,Not Satisfied
Cairo,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,14:06:00,Cash,502.39,8.9,Friday,March,2019,Satisfied
Alex,Member,Female,Fashion accessories,71.46000000000001,7,25.011,525.231,2019-03-28,16:06:00,E-Wallet,500.22,4.5,Thursday,March,2019,Not Satisfied
Giza,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23:00,Cash,499.02,7.3,Wednesday,March,2019,Satisfied
Alex,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,498.9,5.4,Saturday,March,2019,Not Satisfied
Cairo,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,498.45,9.9,Monday,January,2019,Satisfied
Cairo,Member,Female,Home and lifestyle,82.7,6,24.81,521.01,2019-03-05,18:14:00,Cash,496.2,7.4,Tuesday,March,2019,Satisfied
Cairo,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08:00,Credit card,496.0,6.2,Thursday,January,2019,Not Satisfied
Cairo,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03,13:40:00,E-Wallet,495.63,10.0,Sunday,February,2019,Satisfied
Giza,Normal,Female,Sports and travel,49.33,10,24.665,517.9649999999999,2019-02-03,16:40:00,Credit card,493.3,9.4,Sunday,February,2019,Satisfied
Alex,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36:00,Credit card,490.26,8.0,Sunday,January,2019,Satisfied
Cairo,Normal,Female,Home and lifestyle,49.010000000000005,10,24.505,514.605,2019-01-27,10:44:00,Credit card,490.1,4.2,Sunday,January,2019,Not Satisfied
Cairo,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,10:49:00,Cash,488.79,8.9,Friday,February,2019,Satisfied
Giza,Normal,Female,Health and beauty,81.3,6,24.39,512.1899999999999,2019-03-08,16:43:00,E-Wallet,487.8,5.3,Friday,March,2019,Not Satisfied
Alex,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10:00,Credit card,486.64,8.5,Friday,February,2019,Satisfied
Giza,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,E-Wallet,486.63,9.5,Sunday,January,2019,Satisfied
Alex,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44:00,Cash,486.3,8.8,Monday,March,2019,Satisfied
Giza,Normal,Female,Food and beverages,97.03,5,24.2575,509.40749999999997,2019-01-30,16:24:00,E-Wallet,485.15,9.3,Wednesday,January,2019,Satisfied
Alex,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18:00,Cash,483.72,9.1,Thursday,February,2019,Satisfied
Alex,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,E-Wallet,483.5,7.0,Monday,January,2019,Satisfied
Giza,Normal,Female,Fashion accessories,60.41,8,24.164,507.44399999999996,2019-02-07,12:23:00,E-Wallet,483.28,9.6,Thursday,February,2019,Satisfied
Alex,Member,Female,Health and beauty,68.92999999999999,7,24.1255,506.6354999999999,2019-03-11,11:03:00,Credit card,482.51,4.6,Monday,March,2019,Not Satisfied
Alex,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,14:21:00,E-Wallet,479.75,8.8,Wednesday,January,2019,Satisfied
Cairo,Member,Male,Sports and travel,79.92999999999999,6,23.979,503.5589999999999,2019-01-31,14:04:00,Cash,479.58,5.5,Thursday,January,2019,Not Satisfied
Giza,Member,Female,Sports and travel,67.99,7,23.7965,499.72649999999993,2019-02-17,16:50:00,E-Wallet,475.93,5.7,Sunday,February,2019,Not Satisfied
Giza,Normal,Female,Food and beverages,52.599999999999994,9,23.67,497.07,2019-01-16,14:42:00,Cash,473.4,7.6,Wednesday,January,2019,Satisfied
Giza,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23:00,E-Wallet,471.73,6.9,Saturday,March,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,471.2,8.9,Sunday,January,2019,Satisfied
Cairo,Member,Female,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25,19:39:00,Credit card,470.65,4.8,Monday,February,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,E-Wallet,470.28,5.8,Thursday,January,2019,Not Satisfied
Alex,Normal,Female,Home and lifestyle,77.95,6,23.385,491.08500000000004,2019-01-21,16:37:00,E-Wallet,467.7,8.0,Monday,January,2019,Satisfied
Alex,Member,Female,Health and beauty,58.22,8,23.288,489.048,2019-01-27,20:33:00,E-Wallet,465.76,8.4,Sunday,January,2019,Satisfied
Giza,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58:00,Cash,465.7,7.6,Sunday,January,2019,Satisfied
Cairo,Normal,Female,Electronic accessories,57.91,8,23.164,486.44399999999996,2019-02-07,15:06:00,Cash,463.28,8.1,Thursday,February,2019,Satisfied
Giza,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,16:35:00,Credit card,462.45,8.6,Saturday,March,2019,Satisfied
Cairo,Member,Female,Health and beauty,76.99,6,23.097,485.0369999999999,2019-02-27,17:55:00,Cash,461.94,6.1,Wednesday,February,2019,Not Satisfied
Giza,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,461.88,5.6,Thursday,March,2019,Not Satisfied
Cairo,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17:00,E-Wallet,461.8,4.9,Wednesday,March,2019,Not Satisfied
Alex,Member,Male,Food and beverages,92.28999999999999,5,23.0725,484.5224999999999,2019-02-20,15:55:00,Credit card,461.45,9.0,Wednesday,February,2019,Satisfied
Giza,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02:00,Credit card,457.17,4.2,Tuesday,March,2019,Not Satisfied
Alex,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03:00,E-Wallet,457.05,7.1,Monday,February,2019,Satisfied
Alex,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,19:30:00,E-Wallet,456.8,5.7,Saturday,January,2019,Not Satisfied
Giza,Member,Female,Electronic accessories,75.91,6,22.773,478.233,2019-03-09,18:21:00,Cash,455.46,8.7,Saturday,March,2019,Satisfied
Alex,Normal,Female,Electronic accessories,45.480000000000004,10,22.74,477.5400000000001,2019-03-01,10:22:00,Credit card,454.8,4.8,Friday,March,2019,Not Satisfied
Giza,Member,Male,Food and beverages,50.49,9,22.7205,477.13050000000004,2019-01-10,17:16:00,Cash,454.41,5.4,Thursday,January,2019,Not Satisfied
Cairo,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,14:57:00,E-Wallet,451.76,7.3,Saturday,March,2019,Satisfied
Giza,Normal,Male,Fashion accessories,64.26,7,22.491,472.31100000000004,2019-02-09,10:00:00,Cash,449.82,5.7,Saturday,February,2019,Not Satisfied
Giza,Member,Female,Sports and travel,44.86,10,22.43,471.03000000000003,2019-01-26,19:54:00,E-Wallet,448.6,8.2,Saturday,January,2019,Satisfied
Giza,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20,12:27:00,E-Wallet,448.56,7.6,Sunday,January,2019,Satisfied
Cairo,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29:00,Credit card,448.56,7.3,Tuesday,February,2019,Satisfied
Cairo,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07:00,Cash,448.26,6.7,Tuesday,January,2019,Not Satisfied
Alex,Normal,Female,Sports and travel,89.47999999999999,5,22.37,469.77,2019-03-30,10:18:00,Cash,447.4,7.4,Saturday,March,2019,Satisfied
Alex,Member,Male,Electronic accessories,74.51,6,22.353,469.41300000000007,2019-03-20,15:08:00,E-Wallet,447.06,5.0,Wednesday,March,2019,Not Satisfied
Alex,Normal,Male,Food and beverages,73.88,6,22.164,465.44399999999996,2019-03-23,19:16:00,E-Wallet,443.28,4.4,Saturday,March,2019,Not Satisfied
Cairo,Member,Female,Food and beverages,88.36,5,22.09,463.89,2019-01-25,19:48:00,Cash,441.8,9.6,Friday,January,2019,Satisfied
Giza,Member,Female,Fashion accessories,49.04,9,22.068,463.428,2019-01-09,14:20:00,Credit card,441.36,8.6,Wednesday,January,2019,Satisfied
Alex,Member,Female,Fashion accessories,48.96,9,22.032,462.67199999999997,2019-03-04,11:27:00,Cash,440.64,8.0,Monday,March,2019,Satisfied
Alex,Member,Male,Sports and travel,44.019999999999996,10,22.01,462.2099999999999,2019-03-20,19:57:00,Credit card,440.2,9.6,Wednesday,March,2019,Satisfied
Giza,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,18:10:00,E-Wallet,439.55,4.4,Thursday,March,2019,Not Satisfied
Giza,Member,Female,Health and beauty,54.92,8,21.968,461.32800000000003,2019-03-23,13:24:00,E-Wallet,439.36,7.6,Saturday,March,2019,Satisfied
Alex,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,439.32,7.2,Monday,January,2019,Satisfied
Alex,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45:00,Cash,436.85,6.6,Tuesday,January,2019,Not Satisfied
Alex,Member,Female,Sports and travel,72.61,6,21.783,457.443,2019-01-01,10:39:00,Credit card,435.66,6.9,Tuesday,January,2019,Not Satisfied
Cairo,Member,Male,Sports and travel,72.60000000000001,6,21.78,457.38,2019-01-13,19:51:00,Cash,435.6,6.9,Sunday,January,2019,Not Satisfied
Cairo,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,E-Wallet,434.56,5.4,Wednesday,March,2019,Not Satisfied
Giza,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38:00,E-Wallet,433.45,9.4,Monday,February,2019,Satisfied
Alex,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31:00,Credit card,431.3,5.5,Saturday,February,2019,Not Satisfied
Giza,Member,Female,Electronic accessories,86.03999999999999,5,21.51,451.7099999999999,2019-02-25,11:24:00,E-Wallet,430.2,4.8,Monday,February,2019,Not Satisfied
Giza,Normal,Male,Electronic accessories,61.410000000000004,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,429.87,9.8,Monday,January,2019,Satisfied
Alex,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,14:33:00,Credit card,429.55,8.6,Friday,March,2019,Satisfied
Alex,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,12:35:00,Cash,428.67,5.0,Wednesday,January,2019,Not Satisfied
Cairo,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45:00,E-Wallet,425.68,5.0,Thursday,March,2019,Not Satisfied
Giza,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18,16:23:00,E-Wallet,425.18,5.0,Friday,January,2019,Not Satisfied
Giza,Normal,Male,Health and beauty,70.21,6,21.063,442.323,2019-03-30,14:58:00,Cash,421.26,7.4,Saturday,March,2019,Satisfied
Alex,Member,Female,Home and lifestyle,52.59,8,21.036,441.75600000000003,2019-03-22,19:20:00,Credit card,420.72,8.5,Friday,March,2019,Satisfied
Giza,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,E-Wallet,420.66,5.2,Thursday,March,2019,Not Satisfied
Cairo,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36:00,Credit card,420.56,4.5,Thursday,February,2019,Not Satisfied
Giza,Normal,Female,Sports and travel,46.66,9,20.997,440.93699999999995,2019-02-17,19:11:00,E-Wallet,419.94,5.3,Sunday,February,2019,Not Satisfied
Cairo,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,E-Wallet,418.95,6.4,Saturday,February,2019,Not Satisfied
Giza,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,10:26:00,Cash,418.3,7.2,Thursday,February,2019,Satisfied
Giza,Member,Female,Electronic accessories,41.65,10,20.825,437.325,2019-01-13,17:04:00,Credit card,416.5,5.4,Sunday,January,2019,Not Satisfied
Cairo,Member,Female,Sports and travel,69.12,6,20.736,435.456,2019-02-08,13:03:00,Cash,414.72,5.6,Friday,February,2019,Not Satisfied
Cairo,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,14:08:00,Credit card,414.4,6.6,Sunday,March,2019,Not Satisfied
Alex,Normal,Male,Sports and travel,58.910000000000004,7,20.6185,432.9885,2019-01-17,15:15:00,E-Wallet,412.37,9.7,Thursday,January,2019,Satisfied
Alex,Member,Female,Sports and travel,51.52,8,20.608,432.76800000000003,2019-02-02,15:47:00,Cash,412.16,9.6,Saturday,February,2019,Satisfied
Cairo,Normal,Female,Fashion accessories,41.089999999999996,10,20.545,431.445,2019-02-28,14:42:00,Cash,410.9,7.3,Thursday,February,2019,Satisfied
Alex,Member,Male,Fashion accessories,51.34,8,20.536,431.25600000000003,2019-01-31,10:00:00,E-Wallet,410.72,7.6,Thursday,January,2019,Satisfied
Cairo,Member,Female,Home and lifestyle,82.03999999999999,5,20.51,430.7099999999999,2019-02-25,17:16:00,Credit card,410.2,7.6,Monday,February,2019,Satisfied
Giza,Member,Male,Sports and travel,58.39,7,20.4365,429.16650000000004,2019-02-23,19:49:00,Credit card,408.73,8.2,Saturday,February,2019,Satisfied
Alex,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36:00,E-Wallet,407.44,9.2,Friday,March,2019,Satisfied
Giza,Member,Female,Electronic accessories,44.84,9,20.178,423.73800000000006,2019-01-14,14:00:00,Credit card,403.56,7.5,Monday,January,2019,Satisfied
Cairo,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,403.0,7.0,Thursday,January,2019,Satisfied
Alex,Normal,Female,Electronic accessories,40.260000000000005,10,20.13,422.73,2019-02-24,18:06:00,Credit card,402.6,5.0,Sunday,February,2019,Not Satisfied
Cairo,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00,Credit card,400.25,9.4,Saturday,January,2019,Satisfied
Giza,Member,Female,Sports and travel,57.12,7,19.992,419.832,2019-01-12,12:02:00,Credit card,399.84,6.5,Saturday,January,2019,Not Satisfied
Cairo,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24:00,Credit card,399.0,5.9,Wednesday,February,2019,Not Satisfied
Giza,Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06,10:42:00,E-Wallet,397.68,7.5,Wednesday,February,2019,Satisfied
Alex,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,10:28:00,Cash,396.36,7.3,Wednesday,January,2019,Satisfied
Cairo,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,11:45:00,Cash,395.46,5.7,Saturday,February,2019,Not Satisfied
Cairo,Member,Female,Health and beauty,55.970000000000006,7,19.5895,411.3795,2019-03-05,19:06:00,E-Wallet,391.79,8.9,Tuesday,March,2019,Satisfied
Cairo,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,E-Wallet,390.96,6.4,Tuesday,March,2019,Not Satisfied
Giza,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,12:41:00,Cash,389.27,8.5,Saturday,March,2019,Satisfied
Giza,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,15:33:00,E-Wallet,389.04,6.8,Saturday,March,2019,Not Satisfied
Alex,Member,Female,Electronic accessories,48.62,8,19.448,408.40799999999996,2019-01-24,10:57:00,Cash,388.96,5.0,Thursday,January,2019,Not Satisfied
Giza,Member,Male,Fashion accessories,96.98,4,19.396,407.31600000000003,2019-02-06,17:20:00,E-Wallet,387.92,9.4,Wednesday,February,2019,Satisfied
Alex,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,E-Wallet,387.5,4.3,Thursday,January,2019,Not Satisfied
Cairo,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26:00,Credit card,385.38,8.9,Tuesday,February,2019,Satisfied
Giza,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39:00,E-Wallet,385.28,5.2,Tuesday,March,2019,Not Satisfied
Alex,Normal,Male,Fashion accessories,77.02000000000001,5,19.255,404.355,2019-02-03,15:59:00,Cash,385.1,5.5,Sunday,February,2019,Not Satisfied
Cairo,Member,Male,Health and beauty,96.16,4,19.232,403.87199999999996,2019-01-27,20:03:00,Credit card,384.64,8.4,Sunday,January,2019,Satisfied
Cairo,Member,Female,Fashion accessories,54.730000000000004,7,19.1555,402.26550000000003,2019-03-14,19:02:00,Credit card,383.11,8.5,Thursday,March,2019,Satisfied
Giza,Member,Female,Fashion accessories,76.52000000000001,5,19.13,401.73,2019-03-25,10:23:00,Cash,382.6,9.9,Monday,March,2019,Satisfied
Cairo,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,18:51:00,Cash,382.56,7.9,Saturday,March,2019,Satisfied
Cairo,Member,Female,Sports and travel,95.54,4,19.108,401.26800000000003,2019-02-26,11:58:00,E-Wallet,382.16,4.5,Tuesday,February,2019,Not Satisfied
Giza,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,E-Wallet,381.68,6.4,Saturday,February,2019,Not Satisfied
Alex,Member,Male,Home and lifestyle,47.59,8,19.036,399.75600000000003,2019-01-01,14:47:00,Cash,380.72,5.7,Tuesday,January,2019,Not Satisfied
Alex,Normal,Female,Fashion accessories,54.279999999999994,7,18.998,398.95799999999997,2019-01-27,18:05:00,E-Wallet,379.96,9.3,Sunday,January,2019,Satisfied
Cairo,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,379.5,9.7,Saturday,January,2019,Satisfied
Alex,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06:00,E-Wallet,379.04,7.8,Monday,February,2019,Satisfied
Cairo,Normal,Female,Home and lifestyle,63.15,6,18.945,397.84499999999997,2019-01-03,20:24:00,E-Wallet,378.9,9.8,Thursday,January,2019,Satisfied
Alex,Normal,Female,Fashion accessories,94.67,4,18.934,397.61400000000003,2019-03-11,12:04:00,Cash,378.68,6.8,Monday,March,2019,Not Satisfied
Cairo,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,18:22:00,E-Wallet,378.3,7.8,Tuesday,January,2019,Satisfied
Giza,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,377.04,8.6,Tuesday,March,2019,Satisfied
Cairo,Member,Female,Electronic accessories,93.96,4,18.792,394.63199999999995,2019-03-09,18:00:00,Cash,375.84,9.5,Saturday,March,2019,Satisfied
Alex,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56:00,E-Wallet,375.55,5.2,Sunday,February,2019,Not Satisfied
Giza,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01:00,Credit card,375.5,9.3,Friday,March,2019,Satisfied
Giza,Member,Male,Electronic accessories,74.78999999999999,5,18.6975,392.6474999999999,2019-01-10,11:34:00,Cash,373.95,4.9,Thursday,January,2019,Not Satisfied
Alex,Member,Female,Sports and travel,62.129999999999995,6,18.639,391.419,2019-03-22,20:19:00,Cash,372.78,7.4,Friday,March,2019,Satisfied
Giza,Normal,Male,Health and beauty,53.19,7,18.6165,390.94649999999996,2019-01-14,15:42:00,E-Wallet,372.33,5.0,Monday,January,2019,Not Satisfied
Alex,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01:00,Cash,372.19,8.9,Monday,January,2019,Satisfied
Giza,Member,Female,Sports and travel,36.980000000000004,10,18.49,388.2900000000001,2019-01-01,19:48:00,Credit card,369.8,7.0,Tuesday,January,2019,Satisfied
Cairo,Normal,Male,Home and lifestyle,73.28,5,18.32,384.71999999999997,2019-01-24,15:05:00,E-Wallet,366.4,8.4,Thursday,January,2019,Satisfied
Cairo,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,19:20:00,Credit card,366.16,4.8,Saturday,March,2019,Not Satisfied
Cairo,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40:00,Cash,365.49,7.0,Wednesday,January,2019,Satisfied
Cairo,Member,Female,Home and lifestyle,52.18,7,18.263,383.52299999999997,2019-03-09,10:54:00,Cash,365.26,9.3,Saturday,March,2019,Satisfied
Giza,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08:00,Cash,363.23,4.5,Tuesday,January,2019,Not Satisfied
Alex,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,361.83,5.5,Saturday,January,2019,Not Satisfied
Giza,Member,Male,Sports and travel,71.92,5,17.98,377.58000000000004,2019-01-17,15:05:00,Credit card,359.6,4.3,Thursday,January,2019,Not Satisfied
Cairo,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,11:42:00,Cash,357.49,7.0,Saturday,January,2019,Satisfied
Giza,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,356.95,5.5,Sunday,February,2019,Not Satisfied
Alex,Member,Female,Health and beauty,39.62,9,17.829,374.409,2019-01-13,17:54:00,Credit card,356.58,6.8,Sunday,January,2019,Not Satisfied
Cairo,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,356.56,7.8,Monday,January,2019,Satisfied
Alex,Member,Female,Home and lifestyle,35.54,10,17.77,373.16999999999996,2019-01-04,13:34:00,E-Wallet,355.4,7.0,Friday,January,2019,Satisfied
Cairo,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14:00,Credit card,352.5,5.9,Sunday,March,2019,Not Satisfied
Giza,Normal,Female,Home and lifestyle,44.01,8,17.604,369.68399999999997,2019-03-03,17:36:00,Cash,352.08,8.8,Sunday,March,2019,Satisfied
Giza,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,351.9,8.4,Sunday,March,2019,Satisfied
Alex,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00,E-Wallet,350.05,5.5,Thursday,January,2019,Not Satisfied
Alex,Member,Female,Food and beverages,58.26,6,17.478,367.038,2019-03-28,16:44:00,Cash,349.56,9.9,Thursday,March,2019,Satisfied
Alex,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,12:24:00,E-Wallet,348.48,4.2,Wednesday,March,2019,Not Satisfied
Cairo,Normal,Female,Sports and travel,57.949999999999996,6,17.385,365.085,2019-02-24,13:02:00,Cash,347.7,5.2,Sunday,February,2019,Not Satisfied
Alex,Member,Female,Food and beverages,49.38,7,17.283,362.94300000000004,2019-03-27,20:35:00,Credit card,345.66,7.3,Wednesday,March,2019,Satisfied
Cairo,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51:00,Cash,345.54,5.1,Friday,February,2019,Not Satisfied
Giza,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:39:00,Credit card,345.44,8.3,Saturday,January,2019,Satisfied
Giza,Normal,Female,Food and beverages,57.29,6,17.187,360.927,2019-03-21,17:04:00,E-Wallet,343.74,5.9,Thursday,March,2019,Not Satisfied
Cairo,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11:00,E-Wallet,343.7,6.7,Saturday,March,2019,Not Satisfied
Cairo,Normal,Female,Health and beauty,34.21,10,17.105,359.20500000000004,2019-01-02,13:00:00,Cash,342.1,5.1,Wednesday,January,2019,Not Satisfied
Cairo,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12:00,E-Wallet,340.56,5.6,Monday,February,2019,Not Satisfied
